X (mm),Y (mm),RingNumber,Angle (deg)
-177.9403894315971,-209.67169052814825,1.0,347.76873779296875
-209.67169052814816,-177.9403894315972,1.0,30.6931095123291
-219.97090388894756,-165.0387876902863,1.0,300.2170104980469
-229.4774217427832,-151.5424459030697,1.0,286.8311462402344
-238.15698604072054,-137.5000000000001,1.0,220.29098510742188
-245.978318775079,-122.96205387267092,1.0,115.74935150146484
-252.9132346940482,-107.98099701611065,1.0,285.0733337402344
-258.9367428711333,-92.61081573600683,1.0,176.7412109375
-270.55120516760394,-49.2650523429851,2.0,82.81538391113281
-273.01978470639693,-32.942330805100596,2.0,13.285691261291504
-274.5044997757406,-16.500897032295693,2.0,47.45144271850586
-275.0,0.0,2.0,230.8541259765625
-274.5044997757406,16.500897032295693,2.0,121.90316009521484
-273.01978470639693,32.942330805100596,2.0,328.1827392578125
-270.55120516760394,49.2650523429851,2.0,63.97920608520508
-258.9367428711333,92.6108157360068,2.0,141.12351989746094
-252.91323469404819,107.98099701611066,2.0,127.7542495727539
-245.97831877507898,122.96205387267098,2.0,210.25421142578125
-238.15698604072065,137.49999999999997,2.0,347.0338134765625
-229.47742174278324,151.54244590306962,2.0,162.56185913085938
-219.97090388894762,165.03878769028626,2.0,121.09555053710938
-209.6716905281482,177.94038943159717,2.0,345.0999755859375
-177.94038943159717,209.67169052814816,2.0,116.93287658691406
-165.03878769028626,219.9709038889476,2.0,124.76263427734375
-151.54244590306962,229.4774217427833,2.0,94.45868682861328
-137.50000000000003,238.15698604072062,2.0,248.01832580566406
-122.96205387267099,245.97831877507898,2.0,215.4251708984375
-107.98099701611065,252.91323469404819,2.0,122.95574188232422
-92.61081573600683,258.9367428711333,2.0,105.8830337524414
-49.26505234298512,270.55120516760394,2.0,133.51409912109375
-32.942330805100596,273.01978470639693,2.0,104.52633666992188
-16.50089703229567,274.5044997757406,2.0,92.80310821533203
-1.6838893488276108e-14,275.0,2.0,68.72361755371094
16.500897032295697,274.5044997757406,2.0,104.49043273925781
32.94233080510056,273.01978470639693,2.0,358.773193359375
49.26505234298508,270.55120516760394,2.0,69.68183135986328
92.6108157360068,258.9367428711333,2.0,52.83256149291992
107.98099701611068,252.91323469404819,2.0,20.668798446655273
122.96205387267096,245.97831877507898,2.0,357.486572265625
137.49999999999994,238.15698604072065,2.0,15.901456832885742
151.54244590306965,229.47742174278324,2.0,304.4284973144531
165.03878769028626,219.97090388894762,2.0,6.130053997039795
177.9403894315971,209.67169052814822,2.0,282.64093017578125
209.6716905281482,177.94038943159717,2.0,231.48585510253906
219.9709038889476,165.03878769028628,2.0,219.32984924316406
229.4774217427832,151.54244590306968,2.0,209.9145050048828
238.15698604072065,137.49999999999997,2.0,225.667236328125
245.97831877507895,122.962053872671,2.0,194.765380859375
252.91323469404816,107.98099701611072,2.0,142.27857971191406
258.9367428711333,92.6108157360068,2.0,144.4583740234375
